year,voc,model_type,x_metric,y_metric,slope,intercept,r2,n,x1,y1,x2,y2
2005,LME,weighted,gdp_pc_ppp,pre_tax_gini,4.916373506276313e-6,0.22732065692835252,0.8955289854005563,5,43649.9216,0.4419199750336307,67688.1,0.5601006384585342
2005,CME,weighted,gdp_pc_unadjusted,post_tax_gini,-4.832775546251735e-6,0.5877483877995892,0.7175246670523775,10,27073.3583,0.4569089238524377,86516.6141,0.169633010832611
2005,LME,weighted,gdp_pc_unadjusted,post_tax_gini,5.567392337248945e-6,0.09442349843605417,0.9417990133753593,5,39303.4368,0.3132411513039224,67688.1,0.47126970769899457
2005,CME,weighted,gdp_pc_unadjusted,pre_tax_gini,-2.944486006274613e-6,0.6066742019330151,0.7002644036145452,10,27073.3583,0.5269570772758065,86516.6141,0.35192724240530426
2005,LME,weighted,gdp_pc_unadjusted,pre_tax_gini,3.183018475902843e-6,0.34508809956591135,0.8878011149498295,5,39303.4368,0.4701916650667911,67688.1,0.5605405724646706
2006,CME,unweighted,gdp_pc_ppp,post_tax_gini,-3.279236743031702e-6,0.5333688217938573,0.3506510960316299,10,47202.2593,0.3785814387431874,94550.5262,0.22331526220583564
2006,LME,unweighted,gdp_pc_ppp,post_tax_gini,7.670405166106978e-6,-0.06606191568018739,0.9432998937742614,5,44330.4013,0.2739702234669281,68870,0.4621988881096002
2006,CME,unweighted,gdp_pc_ppp,pre_tax_gini,-1.7483009662588672e-6,0.5614990286462165,0.3342827440533885,10,47202.2593,0.4789752731024249,94550.5262,0.3961962523304722
2006,LME,unweighted,gdp_pc_ppp,pre_tax_gini,5.8916305609241065e-6,0.15593790982681205,0.8808092304064434,5,44330.4013,0.4171162569039218,68870,0.5616945065576553
2006,CME,unweighted,gdp_pc_unadjusted,post_tax_gini,-2.108092074844099e-6,0.4298760033026615,0.26489811651752376,10,27426.949,0.37205746947860824,89423.3319,0.24136338601811802
2006,LME,unweighted,gdp_pc_unadjusted,post_tax_gini,6.116418960146136e-6,0.05353257981408031,0.869417721208443,5,39916.157,0.29767651930505024,68870,0.4747703535993447
2006,CME,unweighted,gdp_pc_unadjusted,pre_tax_gini,-1.2079628322145246e-6,0.5110497863418424,0.2917150047698114,10,27426.949,0.4779190513487991,89423.3319,0.4030297250738589
2006,LME,unweighted,gdp_pc_unadjusted,pre_tax_gini,4.477383029894736e-6,0.25944988906188954,0.7373610668875568,5,39916.157,0.4381698130323035,68870,0.5678072583307401
2006,CME,weighted,gdp_pc_ppp,post_tax_gini,-6.7354059510630896e-6,0.7773735718387977,0.785334758271664,10,47202.2593,0.4594471936459547,94550.5262,0.14053739499517126
2006,LME,weighted,gdp_pc_ppp,post_tax_gini,8.793260784314677e-6,-0.128666971687761,0.9739045320741992,5,44330.4013,0.26114180761646133,68870,0.4769248985279908
2006,CME,weighted,gdp_pc_ppp,pre_tax_gini,-4.1607428032429225e-6,0.7268788332797023,0.7831427547805991,10,47202.2593,0.530482372600421,94550.5262,0.3334784118502209
2006,LME,weighted,gdp_pc_ppp,pre_tax_gini,5.418767960488411e-6,0.1936071810396149,0.9035580501982793,5,44330.4013,0.4338233392796487,68870,0.5667977304784518
2006,CME,weighted,gdp_pc_unadjusted,post_tax_gini,-4.567542466111348e-6,0.5831258357111029,0.7448906537576323,10,27426.949,0.4578520814377327,89423.3319,0.1746809697966833
2006,LME,weighted,gdp_pc_unadjusted,post_tax_gini,5.654613423427974e-6,0.08802872935161367,0.9491323423027127,5,39916.157,0.3137391665354721,68870,0.4774619558230982
2006,CME,weighted,gdp_pc_unadjusted,pre_tax_gini,-2.8521146856478887e-6,0.6081271274980313,0.7589850708494793,10,27426.949,0.5299023234726157,89423.3319,0.353081529346476
2006,LME,weighted,gdp_pc_unadjusted,pre_tax_gini,3.4559857148058384e-6,0.32896087362648485,0.8661702858395326,5,39916.157,0.46691054200843196,68870,0.5669746098051629
2007,CME,unweighted,gdp_pc_ppp,post_tax_gini,-3.264675729998705e-6,0.541179829933662,0.35791681613549325,10,47868.8975,0.3849034020436163,96303.3957,0.22678047127541034
2007,LME,unweighted,gdp_pc_ppp,post_tax_gini,7.153290880238755e-6,-0.043832414168079856,0.9279671346492356,5,45440.2868,0.2812151749937936,69529.8,0.4535344700767447
2007,CME,unweighted,gdp_pc_ppp,pre_tax_gini,-1.960024662953506e-6,0.580858706869387,0.39668615279357855,10,47868.8975,0.48703448718099357,96303.3957,0.3921016761712164
2007,LME,unweighted,gdp_pc_ppp,pre_tax_gini,5.450297412000873e-6,0.17693480392983837,0.8647956197176271,5,45440.2868,0.42459788147645583,69529.8,0.5558928929267767
2007,CME,unweighted,gdp_pc_unadjusted,post_tax_gini,-2.1777108750911645e-6,0.4399318951871245,0.29663017870935277,10,27814.3002,0.37936039115853415,92071.386,0.23942703661020812
2007,LME,unweighted,gdp_pc_unadjusted,post_tax_gini,5.673355236507294e-6,0.07111631027720228,0.86420103774211,5,40915.5246,0.3032446160210553,69529.8,0.46558356520050714
2007,CME,unweighted,gdp_pc_unadjusted,pre_tax_gini,-1.3964246238255375e-6,0.5252142386880522,0.37503504885073613,10,27814.3002,0.4863736649942966,92071.386,0.3966434881279063
2007,LME,unweighted,gdp_pc_unadjusted,pre_tax_gini,4.0997895964224535e-6,0.2764726399667218,0.7244530079632179,5,40915.5246,0.4442176820539687,69529.8,0.5615301906480556
2007,CME,weighted,gdp_pc_ppp,post_tax_gini,-6.202602342578871e-6,0.7600481051567681,0.8006958718827996,10,47868.8975,0.4631363693866003,96303.3957,0.16271643738964825
2007,LME,weighted,gdp_pc_ppp,post_tax_gini,8.749561904245076e-6,-0.13816784709497898,0.9740900384611777,5,45440.2868,0.25941475520827145,69529.8,0.47018744219480035
2007,CME,weighted,gdp_pc_ppp,pre_tax_gini,-3.885586796392852e-6,0.7221346768299058,0.8152434992752705,10,47868.8975,0.536135920746023,96303.3957,0.3479394740501897
